Site Name,Report Date,Time Period Ending,Time Interval,0 - 520 cm,521  - 660 cm,661 - 1160 cm,1160+ cm,0 - 10 mph,11 - 15 mph,16 - 20 mph,21 - 25 mph,26 - 30 mph,31 - 35 mph,36 - 40 mph,41 - 45 mph,46 - 50 mph,51 - 55 mph,56 - 60 mph,61 - 70 mph,71 - 80 mph,80+ mph,Avg mph,Total Volume
M6/7570A,17/05/2016,11:14:00,44,383,59,44,60,,,,,,,,,,,,,,,67,546
M6/7570A,17/05/2016,11:29:00,45,352,43,40,75,,,,,,,,,,,,,,,68,510
M6/7570A,17/05/2016,11:44:00,46,353,37,27,44,,,,,,,,,,,,,,,70,461
M6/7570A,17/05/2016,11:59:00,47,361,42,37,52,,,,,,,,,,,,,,,68,492
M6/7570A,17/05/2016,12:14:00,48,341,30,45,50,,,,,,,,,,,,,,,69,466
M6/7570A,17/05/2016,12:29:00,49,348,36,39,59,,,,,,,,,,,,,,,69,482
M6/7570A,17/05/2016,12:44:00,50,376,20,35,45,,,,,,,,,,,,,,,70,476
M6/7570A,17/05/2016,12:59:00,51,329,32,42,52,,,,,,,,,,,,,,,68,455
M6/7570A,17/05/2016,13:14:00,52,360,52,31,65,,,,,,,,,,,,,,,69,508
M6/7570A,17/05/2016,13:29:00,53,361,31,39,56,,,,,,,,,,,,,,,69,487
M6/7570A,17/05/2016,13:44:00,54,355,30,33,60,,,,,,,,,,,,,,,67,478
M6/7570A,17/05/2016,13:59:00,55,353,43,31,65,,,,,,,,,,,,,,,68,492
M6/7570A,17/05/2016,14:14:00,56,337,49,33,74,,,,,,,,,,,,,,,67,493
M6/7570A,17/05/2016,14:29:00,57,387,31,28,49,,,,,,,,,,,,,,,70,495
M6/7570A,17/05/2016,14:44:00,58,344,36,29,51,,,,,,,,,,,,,,,70,460
M6/7570A,17/05/2016,14:59:00,59,335,32,37,58,,,,,,,,,,,,,,,69,462
M6/7570A,17/05/2016,15:14:00,60,360,36,27,49,,,,,,,,,,,,,,,69,472
M6/7570A,17/05/2016,15:29:00,61,356,38,33,62,,,,,,,,,,,,,,,69,489
M6/7570A,17/05/2016,15:44:00,62,409,51,28,61,,,,,,,,,,,,,,,69,549
M6/7570A,17/05/2016,15:59:00,63,423,43,33,58,,,,,,,,,,,,,,,69,557
M6/7570A,17/05/2016,16:14:00,64,486,46,32,53,,,,,,,,,,,,,,,71,617
M6/7570A,17/05/2016,16:29:00,65,532,39,16,56,,,,,,,,,,,,,,,71,643
M6/7570A,17/05/2016,16:44:00,66,546,51,22,60,,,,,,,,,,,,,,,70,679
M6/7570A,17/05/2016,16:59:00,67,554,47,17,70,,,,,,,,,,,,,,,70,688
M6/7570A,17/05/2016,17:14:00,68,561,41,15,59,,,,,,,,,,,,,,,71,676
M6/7570A,17/05/2016,17:29:00,69,525,32,24,56,,,,,,,,,,,,,,,71,637
M6/7570A,17/05/2016,17:44:00,70,532,35,20,61,,,,,,,,,,,,,,,70,648
M6/7570A,17/05/2016,17:59:00,71,466,36,20,60,,,,,,,,,,,,,,,71,582
M6/7570A,17/05/2016,18:14:00,72,413,28,18,55,,,,,,,,,,,,,,,71,514
M6/7570A,17/05/2016,18:29:00,73,390,25,15,51,,,,,,,,,,,,,,,72,481
M6/7570A,17/05/2016,18:44:00,74,325,19,13,47,,,,,,,,,,,,,,,72,404
M6/7570A,17/05/2016,18:59:00,75,368,25,12,64,,,,,,,,,,,,,,,72,469
M6/7570A,17/05/2016,19:14:00,76,311,18,15,67,,,,,,,,,,,,,,,70,411
M6/7570A,17/05/2016,19:29:00,77,260,17,10,76,,,,,,,,,,,,,,,68,363
M6/7570A,17/05/2016,19:44:00,78,222,13,11,48,,,,,,,,,,,,,,,71,294
M6/7570A,17/05/2016,19:59:00,79,164,18,5,34,,,,,,,,,,,,,,,72,221
M6/7570A,17/05/2016,20:14:00,80,177,25,16,33,,,,,,,,,,,,,,,71,251
M6/7570A,17/05/2016,20:29:00,81,164,16,7,48,,,,,,,,,,,,,,,68,235
M6/7570A,17/05/2016,20:44:00,82,158,13,13,37,,,,,,,,,,,,,,,69,221
M6/7570A,17/05/2016,20:59:00,83,147,10,7,37,,,,,,,,,,,,,,,69,201
M6/7570A,17/05/2016,21:14:00,84,123,19,7,51,,,,,,,,,,,,,,,68,200
M6/7570A,17/05/2016,21:29:00,85,123,5,6,24,,,,,,,,,,,,,,,69,158
M6/7570A,17/05/2016,21:44:00,86,97,5,7,43,,,,,,,,,,,,,,,67,152
M6/7570A,17/05/2016,21:59:00,87,92,4,7,38,,,,,,,,,,,,,,,66,141
M6/7570A,17/05/2016,22:14:00,88,92,11,7,32,,,,,,,,,,,,,,,67,142
M6/7570A,17/05/2016,22:29:00,89,109,8,10,40,,,,,,,,,,,,,,,67,167
M6/7570A,17/05/2016,22:44:00,90,92,3,3,43,,,,,,,,,,,,,,,68,141
M6/7570A,17/05/2016,22:59:00,91,102,9,7,50,,,,,,,,,,,,,,,68,168
M6/7570A,17/05/2016,23:14:00,92,99,7,14,40,,,,,,,,,,,,,,,68,160
M6/7570A,17/05/2016,23:29:00,93,76,4,6,51,,,,,,,,,,,,,,,65,137
M6/7570A,17/05/2016,23:44:00,94,58,9,5,37,,,,,,,,,,,,,,,64,109
M6/7570A,17/05/2016,23:59:00,95,38,8,12,36,,,,,,,,,,,,,,,64,94
M6/7570A,18/05/2016,00:14:00,0,33,6,11,37,,,,,,,,,,,,,,,63,87
M6/7570A,18/05/2016,00:29:00,1,23,4,7,40,,,,,,,,,,,,,,,60,74
M6/7570A,18/05/2016,00:44:00,2,21,3,10,38,,,,,,,,,,,,,,,61,72
M6/7570A,18/05/2016,00:59:00,3,20,5,8,47,,,,,,,,,,,,,,,61,80
M6/7570A,18/05/2016,01:14:00,4,14,1,8,42,,,,,,,,,,,,,,,59,65
M6/7570A,18/05/2016,01:29:00,5,20,3,7,57,,,,,,,,,,,,,,,59,87
M6/7570A,18/05/2016,01:44:00,6,21,5,9,42,,,,,,,,,,,,,,,62,77
M6/7570A,18/05/2016,01:59:00,7,24,3,10,55,,,,,,,,,,,,,,,60,92
M6/7570A,18/05/2016,02:14:00,8,22,5,18,44,,,,,,,,,,,,,,,60,89
M6/7570A,18/05/2016,02:29:00,9,17,9,17,45,,,,,,,,,,,,,,,62,88
M6/7570A,18/05/2016,02:44:00,10,13,8,9,39,,,,,,,,,,,,,,,61,69
M6/7570A,18/05/2016,02:59:00,11,14,7,15,52,,,,,,,,,,,,,,,60,88
M6/7570A,18/05/2016,03:14:00,12,13,3,12,58,,,,,,,,,,,,,,,59,86
M6/7570A,18/05/2016,03:29:00,13,21,8,12,43,,,,,,,,,,,,,,,62,84
M6/7570A,18/05/2016,03:44:00,14,18,3,30,50,,,,,,,,,,,,,,,61,101
M6/7570A,18/05/2016,03:59:00,15,22,13,26,52,,,,,,,,,,,,,,,60,113
M6/7570A,18/05/2016,04:14:00,16,22,7,15,51,,,,,,,,,,,,,,,62,95
M6/7570A,18/05/2016,04:29:00,17,23,12,18,55,,,,,,,,,,,,,,,62,108
M6/7570A,18/05/2016,04:44:00,18,31,11,20,61,,,,,,,,,,,,,,,61,123
M6/7570A,18/05/2016,04:59:00,19,36,17,32,47,,,,,,,,,,,,,,,63,132
M6/7570A,18/05/2016,05:14:00,20,61,17,35,75,,,,,,,,,,,,,,,63,188
M6/7570A,18/05/2016,05:29:00,21,54,21,35,62,,,,,,,,,,,,,,,62,172
M6/7570A,18/05/2016,05:44:00,22,84,15,42,67,,,,,,,,,,,,,,,64,208
M6/7570A,18/05/2016,05:59:00,23,116,32,38,82,,,,,,,,,,,,,,,66,268
M6/7570A,18/05/2016,06:14:00,24,149,36,40,68,,,,,,,,,,,,,,,66,293
M6/7570A,18/05/2016,06:29:00,25,256,51,61,92,,,,,,,,,,,,,,,66,460
M6/7570A,18/05/2016,06:44:00,26,365,75,56,68,,,,,,,,,,,,,,,70,564
M6/7570A,18/05/2016,06:59:00,27,420,79,78,74,,,,,,,,,,,,,,,69,651
M6/7570A,18/05/2016,07:14:00,28,484,104,60,80,,,,,,,,,,,,,,,69,728
M6/7570A,18/05/2016,07:29:00,29,540,96,53,70,,,,,,,,,,,,,,,69,759
M6/7570A,18/05/2016,07:44:00,30,496,99,78,60,,,,,,,,,,,,,,,68,733
M6/7570A,18/05/2016,07:59:00,31,499,103,60,49,,,,,,,,,,,,,,,69,711
M6/7570A,18/05/2016,08:14:00,32,552,93,58,44,,,,,,,,,,,,,,,69,747
M6/7570A,18/05/2016,08:29:00,33,506,76,59,45,,,,,,,,,,,,,,,69,686
M6/7570A,18/05/2016,08:44:00,34,465,89,76,46,,,,,,,,,,,,,,,67,676
M6/7570A,18/05/2016,08:59:00,35,421,74,53,64,,,,,,,,,,,,,,,67,612
M6/7570A,18/05/2016,09:14:00,36,372,67,51,60,,,,,,,,,,,,,,,66,550
M6/7570A,18/05/2016,09:29:00,37,377,83,38,44,,,,,,,,,,,,,,,68,542
M6/7570A,18/05/2016,09:44:00,38,379,64,47,67,,,,,,,,,,,,,,,67,557
M6/7570A,18/05/2016,09:59:00,39,363,47,48,59,,,,,,,,,,,,,,,67,517
M6/7570A,18/05/2016,10:14:00,40,364,44,41,63,,,,,,,,,,,,,,,67,512
M6/7570A,18/05/2016,10:29:00,41,411,38,48,57,,,,,,,,,,,,,,,67,554
M6/7570A,18/05/2016,10:44:00,42,405,53,37,74,,,,,,,,,,,,,,,67,569
M6/7570A,18/05/2016,10:59:00,43,357,42,47,60,,,,,,,,,,,,,,,66,506
M6/7570A,18/05/2016,11:14:00,44,380,39,50,64,,,,,,,,,,,,,,,66,533
M6/7570A,18/05/2016,11:29:00,45,358,39,47,77,,,,,,,,,,,,,,,67,521
M6/7570A,18/05/2016,11:44:00,46,329,36,37,71,,,,,,,,,,,,,,,67,473
M6/7570A,18/05/2016,11:59:00,47,373,41,40,59,,,,,,,,,,,,,,,68,513
M6/7570A,18/05/2016,12:14:00,48,354,36,41,55,,,,,,,,,,,,,,,68,486
M6/7570A,18/05/2016,12:29:00,49,340,39,42,57,,,,,,,,,,,,,,,68,478
M6/7570A,18/05/2016,12:44:00,50,337,36,36,60,,,,,,,,,,,,,,,68,469
M6/7570A,18/05/2016,12:59:00,51,338,34,38,53,,,,,,,,,,,,,,,67,463
M6/7570A,18/05/2016,13:14:00,52,318,30,31,54,,,,,,,,,,,,,,,68,433
M6/7570A,18/05/2016,13:29:00,53,387,41,39,71,,,,,,,,,,,,,,,68,538
M6/7570A,18/05/2016,13:44:00,54,357,44,41,62,,,,,,,,,,,,,,,68,504
M6/7570A,18/05/2016,13:59:00,55,370,50,46,65,,,,,,,,,,,,,,,68,531
M6/7570A,18/05/2016,14:14:00,56,338,46,42,64,,,,,,,,,,,,,,,68,490
M6/7570A,18/05/2016,14:29:00,57,366,47,46,51,,,,,,,,,,,,,,,69,510
M6/7570A,18/05/2016,14:44:00,58,386,39,39,63,,,,,,,,,,,,,,,69,527
M6/7570A,18/05/2016,14:59:00,59,371,33,39,61,,,,,,,,,,,,,,,68,504
M6/7570A,18/05/2016,15:14:00,60,397,55,41,68,,,,,,,,,,,,,,,69,561
M6/7570A,18/05/2016,15:29:00,61,446,50,27,49,,,,,,,,,,,,,,,71,572
M6/7570A,18/05/2016,15:44:00,62,455,43,28,68,,,,,,,,,,,,,,,69,594
M6/7570A,18/05/2016,15:59:00,63,458,32,28,65,,,,,,,,,,,,,,,69,583
M6/7570A,18/05/2016,16:14:00,64,494,41,30,88,,,,,,,,,,,,,,,68,653
M6/7570A,18/05/2016,16:29:00,65,518,57,21,67,,,,,,,,,,,,,,,69,663
M6/7570A,18/05/2016,16:44:00,66,571,43,19,61,,,,,,,,,,,,,,,69,694
M6/7570A,18/05/2016,16:59:00,67,546,43,15,55,,,,,,,,,,,,,,,70,659
M6/7570A,18/05/2016,17:14:00,68,576,39,28,63,,,,,,,,,,,,,,,70,706
M6/7570A,18/05/2016,17:29:00,69,555,51,22,51,,,,,,,,,,,,,,,71,679
M6/7570A,18/05/2016,17:44:00,70,529,35,23,53,,,,,,,,,,,,,,,71,640
M6/7570A,18/05/2016,17:59:00,71,490,33,21,61,,,,,,,,,,,,,,,70,605
M6/7570A,18/05/2016,18:14:00,72,419,41,24,41,,,,,,,,,,,,,,,71,524
M6/7570A,18/05/2016,18:29:00,73,426,30,16,78,,,,,,,,,,,,,,,71,550
M6/7570A,18/05/2016,18:44:00,74,355,38,22,70,,,,,,,,,,,,,,,69,485
M6/7570A,18/05/2016,18:59:00,75,335,24,25,61,,,,,,,,,,,,,,,71,445
M6/7570A,18/05/2016,19:14:00,76,295,26,9,60,,,,,,,,,,,,,,,71,390
M6/7570A,18/05/2016,19:29:00,77,282,20,20,57,,,,,,,,,,,,,,,71,379
M6/7570A,18/05/2016,19:44:00,78,221,12,11,48,,,,,,,,,,,,,,,70,292
M6/7570A,18/05/2016,19:59:00,79,184,18,6,43,,,,,,,,,,,,,,,70,252
M6/7570A,18/05/2016,20:14:00,80,184,22,12,40,,,,,,,,,,,,,,,70,258
M6/7570A,18/05/2016,20:29:00,81,167,10,12,42,,,,,,,,,,,,,,,69,231
M6/7570A,18/05/2016,20:44:00,82,178,18,9,42,,,,,,,,,,,,,,,69,247
M6/7570A,18/05/2016,20:59:00,83,134,18,9,35,,,,,,,,,,,,,,,70,196
M6/7570A,18/05/2016,21:14:00,84,147,10,13,34,,,,,,,,,,,,,,,71,204
M6/7570A,18/05/2016,21:29:00,85,123,14,5,34,,,,,,,,,,,,,,,69,176
M6/7570A,18/05/2016,21:44:00,86,96,8,7,45,,,,,,,,,,,,,,,66,156
M6/7570A,18/05/2016,21:59:00,87,92,7,9,33,,,,,,,,,,,,,,,67,141
M6/7570A,18/05/2016,22:14:00,88,92,9,14,46,,,,,,,,,,,,,,,65,161
M6/7570A,18/05/2016,22:29:00,89,86,7,7,39,,,,,,,,,,,,,,,66,139
M6/7570A,18/05/2016,22:44:00,90,69,4,7,47,,,,,,,,,,,,,,,63,127
M6/7570A,18/05/2016,22:59:00,91,70,3,7,51,,,,,,,,,,,,,,,64,131
M6/7570A,18/05/2016,23:14:00,92,61,5,7,38,,,,,,,,,,,,,,,66,111
M6/7570A,18/05/2016,23:29:00,93,70,5,9,38,,,,,,,,,,,,,,,66,122
M6/7570A,18/05/2016,23:44:00,94,60,9,12,40,,,,,,,,,,,,,,,65,121
M6/7570A,18/05/2016,23:59:00,95,62,3,9,40,,,,,,,,,,,,,,,65,114
M6/7570A,19/05/2016,00:14:00,0,42,2,11,32,,,,,,,,,,,,,,,64,87
M6/7570A,19/05/2016,00:29:00,1,39,4,18,48,,,,,,,,,,,,,,,62,109
M6/7570A,19/05/2016,00:44:00,2,27,6,15,43,,,,,,,,,,,,,,,61,91
M6/7570A,19/05/2016,00:59:00,3,20,6,7,54,,,,,,,,,,,,,,,60,87
M6/7570A,19/05/2016,01:14:00,4,18,5,7,51,,,,,,,,,,,,,,,61,81
M6/7570A,19/05/2016,01:29:00,5,15,2,7,36,,,,,,,,,,,,,,,60,60
M6/7570A,19/05/2016,01:44:00,6,8,10,5,53,,,,,,,,,,,,,,,59,76
M6/7570A,19/05/2016,01:59:00,7,15,0,6,50,,,,,,,,,,,,,,,59,71
M6/7570A,19/05/2016,02:14:00,8,13,4,11,55,,,,,,,,,,,,,,,60,83
M6/7570A,19/05/2016,02:29:00,9,12,4,9,46,,,,,,,,,,,,,,,60,71
M6/7570A,19/05/2016,02:44:00,10,19,8,17,49,,,,,,,,,,,,,,,60,93
M6/7570A,19/05/2016,02:59:00,11,20,10,21,47,,,,,,,,,,,,,,,61,98
M6/7570A,19/05/2016,03:14:00,12,22,8,15,48,,,,,,,,,,,,,,,60,93
M6/7570A,19/05/2016,03:29:00,13,15,4,10,57,,,,,,,,,,,,,,,59,86
M6/7570A,19/05/2016,03:44:00,14,13,4,22,35,,,,,,,,,,,,,,,60,74
M6/7570A,19/05/2016,03:59:00,15,17,11,25,52,,,,,,,,,,,,,,,62,105
M6/7570A,19/05/2016,04:14:00,16,28,11,20,45,,,,,,,,,,,,,,,62,104
M6/7570A,19/05/2016,04:29:00,17,30,16,35,67,,,,,,,,,,,,,,,62,148
M6/7570A,19/05/2016,04:44:00,18,27,13,26,64,,,,,,,,,,,,,,,62,130
M6/7570A,19/05/2016,04:59:00,19,35,14,34,59,,,,,,,,,,,,,,,62,142
M6/7570A,19/05/2016,05:14:00,20,56,17,27,65,,,,,,,,,,,,,,,63,165
M6/7570A,19/05/2016,05:29:00,21,70,21,47,59,,,,,,,,,,,,,,,65,197
M6/7570A,19/05/2016,05:44:00,22,83,17,34,73,,,,,,,,,,,,,,,64,207
M6/7570A,19/05/2016,05:59:00,23,140,22,34,66,,,,,,,,,,,,,,,67,262
M6/7570A,19/05/2016,06:14:00,24,157,46,48,78,,,,,,,,,,,,,,,67,329
M6/7570A,19/05/2016,06:29:00,25,252,47,62,76,,,,,,,,,,,,,,,68,437
M6/7570A,19/05/2016,06:44:00,26,330,72,58,67,,,,,,,,,,,,,,,71,527
M6/7570A,19/05/2016,06:59:00,27,389,86,60,80,,,,,,,,,,,,,,,70,615
M6/7570A,19/05/2016,07:14:00,28,466,102,84,61,,,,,,,,,,,,,,,70,713
M6/7570A,19/05/2016,07:29:00,29,498,96,84,80,,,,,,,,,,,,,,,69,758
M6/7570A,19/05/2016,07:44:00,30,552,103,66,59,,,,,,,,,,,,,,,68,780
M6/7570A,19/05/2016,07:59:00,31,529,109,58,69,,,,,,,,,,,,,,,70,765
M6/7570A,19/05/2016,08:14:00,32,514,101,67,55,,,,,,,,,,,,,,,70,737
M6/7570A,19/05/2016,08:29:00,33,494,89,66,52,,,,,,,,,,,,,,,70,701
M6/7570A,19/05/2016,08:44:00,34,475,63,75,58,,,,,,,,,,,,,,,70,671
M6/7570A,19/05/2016,08:59:00,35,431,77,52,80,,,,,,,,,,,,,,,69,640
M6/7570A,19/05/2016,09:14:00,36,391,80,59,45,,,,,,,,,,,,,,,70,575
M6/7570A,19/05/2016,09:29:00,37,390,73,48,69,,,,,,,,,,,,,,,69,580
M6/7570A,19/05/2016,09:44:00,38,372,54,63,60,,,,,,,,,,,,,,,69,549
M6/7570A,19/05/2016,09:59:00,39,374,57,45,59,,,,,,,,,,,,,,,69,535
M6/7570A,19/05/2016,10:14:00,40,396,40,50,52,,,,,,,,,,,,,,,69,538
M6/7570A,19/05/2016,10:29:00,41,417,43,45,56,,,,,,,,,,,,,,,70,561
M6/7570A,19/05/2016,10:44:00,42,365,41,39,66,,,,,,,,,,,,,,,68,511
M6/7570A,19/05/2016,10:59:00,43,405,38,34,47,,,,,,,,,,,,,,,69,524
M6/7570A,19/05/2016,11:14:00,44,446,56,42,65,,,,,,,,,,,,,,,69,609
M6/7570A,19/05/2016,11:29:00,45,397,44,49,51,,,,,,,,,,,,,,,69,541
M6/7570A,19/05/2016,11:44:00,46,443,38,51,54,,,,,,,,,,,,,,,69,586
M6/7570A,19/05/2016,11:59:00,47,411,37,47,60,,,,,,,,,,,,,,,69,555
M6/7570A,19/05/2016,12:14:00,48,411,38,42,54,,,,,,,,,,,,,,,69,545
M6/7570A,19/05/2016,12:29:00,49,416,38,40,66,,,,,,,,,,,,,,,69,560
M6/7570A,19/05/2016,12:44:00,50,411,40,45,67,,,,,,,,,,,,,,,69,563
M6/7570A,19/05/2016,12:59:00,51,413,41,48,60,,,,,,,,,,,,,,,69,562
M6/7570A,19/05/2016,13:14:00,52,382,51,31,61,,,,,,,,,,,,,,,69,525
M6/7570A,19/05/2016,13:29:00,53,434,39,39,56,,,,,,,,,,,,,,,70,568
M6/7570A,19/05/2016,13:44:00,54,399,45,48,75,,,,,,,,,,,,,,,68,567
M6/7570A,19/05/2016,13:59:00,55,410,44,36,67,,,,,,,,,,,,,,,69,557
M6/7570A,19/05/2016,14:14:00,56,406,51,37,58,,,,,,,,,,,,,,,70,552
M6/7570A,19/05/2016,14:29:00,57,421,37,37,63,,,,,,,,,,,,,,,69,558
M6/7570A,19/05/2016,14:44:00,58,400,42,27,62,,,,,,,,,,,,,,,69,531
M6/7570A,19/05/2016,14:59:00,59,417,49,32,68,,,,,,,,,,,,,,,69,566
M6/7570A,19/05/2016,15:14:00,60,468,57,26,53,,,,,,,,,,,,,,,69,604
M6/7570A,19/05/2016,15:29:00,61,451,40,39,62,,,,,,,,,,,,,,,68,592
M6/7570A,19/05/2016,15:44:00,62,466,42,30,68,,,,,,,,,,,,,,,68,606
M6/7570A,19/05/2016,15:59:00,63,527,63,33,71,,,,,,,,,,,,,,,67,694
M6/7570A,19/05/2016,16:14:00,64,547,58,20,75,,,,,,,,,,,,,,,66,700
M6/7570A,19/05/2016,16:29:00,65,634,61,27,55,,,,,,,,,,,,,,,65,777
M6/7570A,19/05/2016,16:44:00,66,575,52,22,63,,,,,,,,,,,,,,,64,712
M6/7570A,19/05/2016,16:59:00,67,533,33,16,55,,,,,,,,,,,,,,,66,637
M6/7570A,19/05/2016,17:14:00,68,564,49,20,40,,,,,,,,,,,,,,,67,673
M6/7570A,19/05/2016,17:29:00,69,521,37,20,41,,,,,,,,,,,,,,,67,619
M6/7570A,19/05/2016,17:44:00,70,515,46,19,41,,,,,,,,,,,,,,,69,621
M6/7570A,19/05/2016,17:59:00,71,520,35,16,48,,,,,,,,,,,,,,,69,619
M6/7570A,19/05/2016,18:14:00,72,547,51,20,42,,,,,,,,,,,,,,,72,660
M6/7570A,19/05/2016,18:29:00,73,521,37,20,41,,,,,,,,,,,,,,,,619
M6/7570A,19/05/2016,18:44:00,74,515,46,19,41,,,,,,,,,,,,,,,,621
M6/7570A,19/05/2016,18:59:00,75,484,31,17,34,,,,,,,,,,,,,,,,566
M6/7570A,19/05/2016,19:14:00,76,429,29,16,39,,,,,,,,,,,,,,,,513
M6/7570A,19/05/2016,19:29:00,77,407,32,18,48,,,,,,,,,,,,,,,,505
M6/7570A,19/05/2016,19:44:00,78,387,40,13,51,,,,,,,,,,,,,,,72,491
M6/7570A,19/05/2016,19:59:00,79,361,38,21,44,,,,,,,,,,,,,,,72,464
M6/7570A,19/05/2016,20:14:00,80,286,24,16,53,,,,,,,,,,,,,,,71,379
M6/7570A,19/05/2016,20:29:00,81,193,19,12,38,,,,,,,,,,,,,,,69,262
M6/7570A,19/05/2016,20:44:00,82,250,22,19,51,,,,,,,,,,,,,,,70,342
M6/7570A,19/05/2016,20:59:00,83,175,17,7,40,,,,,,,,,,,,,,,70,239
M6/7570A,19/05/2016,21:14:00,84,189,13,8,37,,,,,,,,,,,,,,,70,247
M6/7570A,19/05/2016,21:29:00,85,145,11,14,31,,,,,,,,,,,,,,,60,201
M6/7570A,19/05/2016,21:44:00,86,171,12,14,41,,,,,,,,,,,,,,,63,238
M6/7570A,19/05/2016,21:59:00,87,124,15,6,45,,,,,,,,,,,,,,,66,190
M6/7570A,19/05/2016,22:14:00,88,117,8,3,31,,,,,,,,,,,,,,,67,159
M6/7570A,19/05/2016,22:29:00,89,122,6,9,43,,,,,,,,,,,,,,,67,180
M6/7570A,19/05/2016,22:44:00,90,85,11,11,52,,,,,,,,,,,,,,,65,159
M6/7570A,19/05/2016,22:59:00,91,82,7,9,39,,,,,,,,,,,,,,,65,137
M6/7570A,19/05/2016,23:14:00,92,88,10,9,47,,,,,,,,,,,,,,,65,154
M6/7570A,19/05/2016,23:29:00,93,67,9,8,47,,,,,,,,,,,,,,,63,131
M6/7570A,19/05/2016,23:44:00,94,68,4,6,41,,,,,,,,,,,,,,,63,119
M6/7570A,19/05/2016,23:59:00,95,53,9,14,43,,,,,,,,,,,,,,,64,119
M6/7570A,20/05/2016,00:14:00,0,55,4,12,35,,,,,,,,,,,,,,,64,106
M6/7570A,20/05/2016,00:29:00,1,50,6,12,45,,,,,,,,,,,,,,,63,113
M6/7570A,20/05/2016,00:44:00,2,35,4,11,48,,,,,,,,,,,,,,,63,98
M6/7570A,20/05/2016,00:59:00,3,25,10,9,44,,,,,,,,,,,,,,,60,88
M6/7570A,20/05/2016,01:14:00,4,36,6,7,55,,,,,,,,,,,,,,,61,104
M6/7570A,20/05/2016,01:29:00,5,25,3,7,53,,,,,,,,,,,,,,,60,88
M6/7570A,20/05/2016,01:44:00,6,26,4,5,57,,,,,,,,,,,,,,,61,92
M6/7570A,20/05/2016,01:59:00,7,30,4,5,50,,,,,,,,,,,,,,,61,89
M6/7570A,20/05/2016,02:14:00,8,32,4,15,44,,,,,,,,,,,,,,,64,95
M6/7570A,20/05/2016,02:29:00,9,26,5,14,56,,,,,,,,,,,,,,,61,101
M6/7570A,20/05/2016,02:44:00,10,25,3,17,51,,,,,,,,,,,,,,,62,96
M6/7570A,20/05/2016,02:59:00,11,25,7,11,44,,,,,,,,,,,,,,,61,87
M6/7570A,20/05/2016,03:14:00,12,16,9,10,42,,,,,,,,,,,,,,,61,77
M6/7570A,20/05/2016,03:29:00,13,26,7,13,57,,,,,,,,,,,,,,,61,103
M6/7570A,20/05/2016,03:44:00,14,13,9,20,41,,,,,,,,,,,,,,,61,83
M6/7570A,20/05/2016,03:59:00,15,18,7,20,46,,,,,,,,,,,,,,,59,91
M6/7570A,20/05/2016,04:14:00,16,31,7,30,54,,,,,,,,,,,,,,,62,122
M6/7570A,20/05/2016,04:29:00,17,36,21,12,60,,,,,,,,,,,,,,,62,129
M6/7570A,20/05/2016,04:44:00,18,41,11,25,53,,,,,,,,,,,,,,,62,130
M6/7570A,20/05/2016,04:59:00,19,46,17,35,55,,,,,,,,,,,,,,,63,153
M6/7570A,20/05/2016,05:14:00,20,58,20,36,59,,,,,,,,,,,,,,,64,173
M6/7570A,20/05/2016,05:29:00,21,52,18,34,50,,,,,,,,,,,,,,,64,154
M6/7570A,20/05/2016,05:44:00,22,94,27,47,73,,,,,,,,,,,,,,,65,241
M6/7570A,20/05/2016,05:59:00,23,123,24,28,98,,,,,,,,,,,,,,,64,273
M6/7570A,20/05/2016,06:14:00,24,145,46,47,81,,,,,,,,,,,,,,,66,319
M6/7570A,20/05/2016,06:29:00,25,242,60,59,73,,,,,,,,,,,,,,,68,434
M6/7570A,20/05/2016,06:44:00,26,279,64,59,74,,,,,,,,,,,,,,,69,476
M6/7570A,20/05/2016,06:59:00,27,345,109,58,81,,,,,,,,,,,,,,,68,593
M6/7570A,20/05/2016,07:14:00,28,398,101,62,84,,,,,,,,,,,,,,,68,645
M6/7570A,20/05/2016,07:29:00,29,483,78,68,59,,,,,,,,,,,,,,,68,688
M6/7570A,20/05/2016,07:44:00,30,522,93,56,51,,,,,,,,,,,,,,,69,722
M6/7570A,20/05/2016,07:59:00,31,517,82,64,51,,,,,,,,,,,,,,,69,714
M6/7570A,20/05/2016,08:14:00,32,466,81,59,60,,,,,,,,,,,,,,,69,666
M6/7570A,20/05/2016,08:29:00,33,509,66,69,45,,,,,,,,,,,,,,,69,689
M6/7570A,20/05/2016,08:44:00,34,438,57,65,47,,,,,,,,,,,,,,,69,607
M6/7570A,20/05/2016,08:59:00,35,364,55,59,52,,,,,,,,,,,,,,,68,530
M6/7570A,20/05/2016,09:14:00,36,374,61,54,51,,,,,,,,,,,,,,,68,540
M6/7570A,20/05/2016,09:29:00,37,453,58,46,75,,,,,,,,,,,,,,,67,632
M6/7570A,20/05/2016,09:44:00,38,452,46,46,51,,,,,,,,,,,,,,,68,595
M6/7570A,20/05/2016,09:59:00,39,522,45,53,61,,,,,,,,,,,,,,,68,681
M6/7570A,20/05/2016,10:14:00,40,576,54,39,71,,,,,,,,,,,,,,,67,740
M6/7570A,20/05/2016,10:29:00,41,557,59,48,67,,,,,,,,,,,,,,,67,731
M6/7570A,20/05/2016,10:44:00,42,572,68,58,62,,,,,,,,,,,,,,,67,760
